bico_injetor_id;componente_id_1;quantidade_1;componente_id_2;quantidade_2;componente_id_3;quantidade_3;componente_id_4;quantidade_4;componente_id_5;quantidade_5;componente_id_6;quantidade_6;componente_id_7;quantidade_7;componente_id_8;quantidade_8
BI-16489;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16490;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16491;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16492;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16493;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16494;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16495;C-1312;1;C-1637;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16496;C-1312;1;C-1637;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16497;C-1312;1;C-1620;1;C-1627;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16498;C-1312;1;C-1620;1;C-1627;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16499;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16500;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16501;C-1625;2;C-1632;2;C-0556;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16502;C-1625;2;C-1632;2;C-1167;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16503;C-1119;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16504;C-1937;3;C-1940;4;C-1109;1;C-1169;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-16505;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16506;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16507;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16508;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16509;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16510;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16511;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16512;C-1622;1;C-1629;1;C-1646;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16513;C-1622;1;C-1629;1;C-1646;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16514;C-1646;1;C-0388;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16515;C-1646;1;C-0388;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16516;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16517;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16518;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16519;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16520;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16521;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16522;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16523;C-1707;1;C-0770;1;C-0780;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16524;C-1505;1;C-1707;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16525;C-1340;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16526;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16527;C-1512;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16528;C-1243;1;C-1244;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16529;C-1243;1;C-1244;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16530;C-1243;1;C-1244;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16531;C-1614;1;C-1095;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16532;C-0366;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16533;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16534;C-0064;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16535;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16536;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16537;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16538;C-1626;1;C-1633;1;C-1643;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16539;C-1793;1;C-0497;1;C-1165;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16540;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16541;C-1411;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16542;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16543;C-1495;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16544;C-1495;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16545;C-1103;1;C-1104;1;C-1105;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16546;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16547;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16548;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16549;C-1586;1;C-0163;1;C-0207;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16550;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16551;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16552;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16553;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16554;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16555;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16556;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16557;C-1467;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16558;C-1467;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16559;C-1622;1;C-1629;1;C-1646;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16560;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16561;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16562;C-1622;1;C-1629;1;C-0389;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16563;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16564;C-1622;1;C-1624;1;C-1629;1;C-1655;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-16565;C-1622;1;C-1624;1;C-1629;1;C-1655;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-16566;C-1624;1;C-1631;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16567;C-1624;1;C-1631;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16568;C-1624;1;C-1631;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16569;C-1624;1;C-1631;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16570;C-1624;1;C-1631;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16571;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16572;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16573;C-1641;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16574;C-1639;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16575;C-1622;1;C-1629;1;C-0389;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16576;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16577;C-1626;1;C-1633;1;C-1650;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16578;C-1640;1;C-1911;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16579;C-1623;1;C-1630;1;C-1911;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16580;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16581;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16582;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16584;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16585;C-1115;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16586;C-1115;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16587;C-0287;1;C-0288;1;C-1073;1;C-1147;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-16588;C-1963;1;C-0071;2;C-0275;1;C-0618;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-16589;C-1963;1;C-0071;2;C-0275;1;C-0618;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-16590;C-1149;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16591;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16592;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16593;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16595;C-0074;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16596;C-0074;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16597;C-0007;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16598;C-1817;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16599;C-0448;2;C-0449;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16600;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16601;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16602;C-1622;1;C-1629;1;C-0389;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16603;C-1622;1;C-1629;1;C-0389;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16604;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16605;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16606;C-1747;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16607;C-1625;1;C-1652;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16608;C-1625;1;C-1652;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16609;C-1625;1;C-1652;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16610;C-1625;1;C-1652;1;C-1910;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16611;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16612;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16613;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16614;C-1637;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16615;C-1637;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16616;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16617;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16618;C-1637;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16619;C-1620;1;C-1627;1;C-1637;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16620;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16621;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16622;C-1638;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16623;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16624;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16626;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16627;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16628;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16629;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16630;C-1622;1;C-1629;1;C-1646;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16631;C-1622;1;C-1629;1;C-1646;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16632;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16633;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16634;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16636;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16637;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16638;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16639;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16640;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16641;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16642;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16643;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16644;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16645;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16646;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16647;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16648;C-0133;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16649;C-0133;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16650;C-0133;1;C-0774;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16651;C-0133;1;C-0774;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16652;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16653;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16654;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16656;C-1153;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16657;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16658;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16659;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16660;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16662;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16663;C-0727;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16664;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16665;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16666;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16668;C-0884;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16669;C-0889;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16670;C-0402;1;C-0404;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16671;C-1622;1;C-1629;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16672;C-1493;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16673;C-1493;1;C-1843;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16674;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16675;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16676;C-1493;1;C-1843;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16677;C-1994;1;C-0787;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16678;C-1622;1;C-1629;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16679;C-1622;1;C-1629;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16680;C-1624;2;C-1631;2;C-1839;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16681;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16682;C-0448;1;C-0449;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16683;C-1411;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16684;C-1631;1;C-1641;1;C-0580;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16685;C-1631;1;C-0580;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16686;C-1614;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16687;C-1095;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16688;C-0275;1;C-1102;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16689;C-1614;1;C-1095;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16690;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16691;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16692;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16693;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16694;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16695;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16696;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16697;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16698;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16699;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16700;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16701;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16702;C-1625;1;C-1632;1;C-2032;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16703;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16704;C-1624;1;C-1631;1;C-1641;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16705;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16706;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16707;C-1838;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16708;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16709;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16710;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16711;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16712;C-1142;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16713;C-1097;1;C-1143;1;C-1144;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16714;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16715;C-1625;1;C-1632;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16716;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16717;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16718;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16720;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16721;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16722;C-1845;1;C-1846;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16723;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16724;C-1154;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16725;C-1155;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16726;C-1156;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16727;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16728;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16729;C-1157;1;C-1309;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16730;C-1157;1;C-1309;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16731;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16732;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16733;C-1623;2;C-1630;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16734;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16735;C-1622;1;C-1629;1;C-1646;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-16736;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
